Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,ZIP Code,SWIS Code,DEC Region,Spill Date,Received Date,Contributing Factor,Waterbody,Source,Close Date,Material Name,Material Family,Quantity,Units,Recovered
1307723,COMMERCIAL BUILDING,34-44 STEINWAY ST,,ASTORIA,Queens,,4101,2,10/29/2013,10/29/2013,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,,0
608407,COMMERCIAL BUILDING,5-20 46TH ROAD,,LONG ISLAND CITY,Queens,11101,4101,2,10/23/2006,10/23/2006,Other,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
1300622,COMMERCIAL BUILDING,531-535 WEST 25 ST,,MANHATTAN,New York,,3101,2,4/18/2013,4/18/2013,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1709328,COMMERCIAL BUILING/RETAIL,33 NASSAU AVE,,BROOKLYN,Kings,,2401,2,1/11/2018,1/11/2018,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,Gallons,0
1403569,COMMERCIAL BUSINESS,2875 SEDGWICK AVE,,BRONX,Bronx,,301,2,7/3/2014,7/3/2014,Tank Test Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,0,,0
1306370,COMMERCIAL BUSINESS,2660 CONEY ISLAND AVE,,BROOKLYN,Kings,,2401,2,1/2/2013,9/17/2013,Unknown,,Commercial/Industrial,,unknown material,Other,0,,0
1711603,COMMERCIAL BUSINESS,47-20 30TH ST,,LONG ISLAND CITY,Queens,,4101,2,3/9/2018,3/23/2018,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
506959,COMMERCIAL BUSINESS,1701 GRAVESEND NECK ROAD,,BROOKLYN,Kings,,2401,2,9/8/2005,9/8/2005,Unknown,,"Institutional, Educational, Gov., Other",,gasoline,Petroleum,0,Gallons,0
1106694,COMMERCIAL BUSINESS,362 fourth ave,,brooklyn,Kings,,2401,2,9/1/2011,9/1/2011,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1802510,COMMERCIAL CONEDISON  PROPERTY,53-49 99TH ST,,NEW YORK,Queens,,4101,2,6/4/2018,6/4/2018,Other,,Commercial/Industrial,,lead,Hazardous Material,129,Pounds,0
1104109,COMMERCIAL COOP BUILDING,121 VARICK STREET,,MANHATTAN,New York,,3101,2,7/14/2011,7/14/2011,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,,0
1501271,COMMERCIAL ESTABLISHMENT,182 EAST 7TH ST,,MANHATTAN,New York,,3101,2,5/5/2015,5/5/2015,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,80,Gallons,0
1603039,COMMERCIAL LA GUARDIA AIRPORT,"LA GUARDIA RD , LA GUARDIA #3",,FLUSHING,Queens,,4101,2,6/28/2016,6/28/2016,Unknown,,Commercial/Industrial,,transformer oil,Petroleum,0,,0
1501663,COMMERCIAL LOT - OER 16CVCP019M,112 WEST 25TH STREET,,NY,New York,,3101,2,5/14/2015,5/14/2015,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1802063,COMMERCIAL LOT - PHASE II,645 WEST 30 ST,,NY,New York,,3101,2,5/17/2018,5/22/2018,Unknown,,Gasoline Station or other PBS Facility,,unknown petroleum,Petroleum,0,Gallons,0
1501330,COMMERCIAL LOT,282 EAST 134TH STREET,,BRONX,Bronx,,301,2,5/6/2015,5/6/2015,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1606710,COMMERCIAL OFFICE BUILDING,1674 BROADWAY,,NEW YORK,New York,,3101,2,10/7/2016,10/7/2016,Unknown,,Commercial/Industrial,,#4 fuel oil,Petroleum,20,Gallons,0
503427,COMMERCIAL PROPERTY - MISC,232-17 MERRICK BLVD, ,SPRINGFIELD GARDENS,Queens,,4101,2,6/21/2005,6/21/2005,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
900911,COMMERCIAL PROPERTY,309 EAST 94TH ST,,MANHATTAN,New York,,3101,2,4/23/2009,4/23/2009,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1410058,COMMERCIAL PROPERTY,1181 FLUSHING AVE,,BROOKLYN,Kings,,2401,2,1/14/2015,1/14/2015,Other,,Gasoline Station or other PBS Facility,,unknown petroleum,Petroleum,0,Gallons,0
1107229,COMMERCIAL PROPERTY,15-17 REWE ST,,BROOKLYN,Kings,,2401,2,9/8/2011,9/8/2011,Equipment Failure,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1405234,COMMERCIAL PROPERTY,2 W 46 ST,,NEW YORK,New York,,3101,2,8/13/2014,8/13/2014,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,,0
1405490,COMMERCIAL PROPERTY,3 HANOVER SQUARE,,NEW YORK,New York,,3101,2,8/20/2014,8/20/2014,Tank Test Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,,0
604377,COMMERCIAL PROPERTY,2586 CONEY ISLAND AVE, ,BROOKLYN,Kings,,2401,2,7/19/2006,7/19/2006,Other,,Commercial/Industrial,,waste oil/used oil,Petroleum,0,Gallons,0
1007919,COMMERCIAL PROPERTY,2378 ARTHUR AVE,,BRONX,Bronx,,301,2,10/26/2010,10/26/2010,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
1611165,COMMERCIAL PROPERTY,1441 BROADWAY,,NEW YORK,New York,,3101,2,3/13/2017,3/13/2017,Equipment Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,100,Gallons,0
906674,COMMERCIAL PROPERTY,650 POWELL ST,,BROOKLYN,Kings,,2401,2,9/11/2009,9/11/2009,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1102207,COMMERCIAL PROPERTY,145-01 101ST AVE,,QUEENS,Queens,,4101,2,5/27/2011,5/27/2011,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1605871,COMMERCIAL PROPERTY- PHASE II,857-859 CONCOURSE VILLAGE WEST,,BRONX,Bronx,,301,2,9/8/2016,9/12/2016,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1705596,COMMERCIAL PROPRTY,445 GERARD AVE,,BRONX,Bronx,,301,2,9/6/2017,9/6/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1609531,COMMERCIAL SITE - PHASE II,376 - 378 FLUSHING AVE,,BROOKLYN,Kings,,2401,2,1/13/2017,1/13/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1800386,COMMERCIAL SITE,615 WEST 183RD ST,,NEW YORK,New York,,3101,2,4/11/2018,4/11/2018,Equipment Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,3,Gallons,0
709505,COMMERCIAL SITE,32-42 INDIA ST, ,BROOKLYN,Kings,,2401,2,12/3/2007,12/3/2007,Equipment Failure,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1702255,COMMERCIAL SUB STATION,EAST 179TH STREET,,MANHATTAN,New York,,3101,2,6/7/2017,6/7/2017,Equipment Failure,,Commercial/Industrial,,hydraulic oil,Petroleum,1,Gallons,0
1700751,COMMERCIAL VACANT - PHASE II,4778 BROADWAY,,MANHATTAN,New York,,3101,2,4/24/2017,4/24/2017,Equipment Failure,,Gasoline Station or other PBS Facility,,unknown petroleum,Petroleum,0,,0
501968,COMMERCIAL WAREHOUSE,51-18 GRAND AVE, ,MASPETH,Queens,,4101,2,5/18/2005,5/18/2005,Other,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
1701971,COMMERCIAL WAREHOUSE,495 WEST 129TH ST,,MANHATTAN,New York,,3101,2,5/30/2017,5/30/2017,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1408617,COMMERCIAL WAREHOUSE,834 LEXINGTON AVE,,BROOKLYN,Kings,,2401,2,11/21/2014,11/21/2014,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
710116,COMMERCIAL,12-18 WALWORTH ST,,BROOKLYN,Kings,,2401,2,12/21/2007,12/21/2007,Unknown,,Commercial/Industrial,,unknown material,Other,0,Gallons,0
1511702,COMMERCIAL,100 RIVER RD,,STATEN ISLAND,Richmond,,4301,2,3/9/2016,3/9/2016,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,1.5,Gallons,0
1602145,COMMERCIAL,50-11 QUEENS BLVD,,WOODSIDE,Queens,,4101,2,3/2/2015,6/1/2016,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1607736,COMMERCIAL,450 UNION ST,,BROOKLYN,Kings,,2401,2,3/8/2016,11/8/2016,Equipment Failure,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1703923,COMMERCIAL,488 EAST 139TH ST,,BRONX,Bronx,,301,2,7/21/2017,7/21/2017,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1704926,COMMERCIAL,35 TH  AVE AND VERNON BLVD,,QUEEN,Queens,,4101,2,8/17/2017,8/17/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1709872,COMMERCIAL,644 BROADWAY,,NY,New York,,3101,2,1/29/2018,1/29/2018,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,100,Gallons,0
1800779,COMMERCIAL,8424 DITMAS BLVD,,BROOKLYN,Kings,,2401,2,4/23/2018,4/23/2018,Unknown,,Commercial/Industrial,,other  -  oily water,Other,100,Gallons,0
1604577,COMMERCIAL,223-20 BRADDOCK AVE,,QUEENS VILLAGE,Queens,,4101,2,8/5/2016,8/5/2016,Unknown,,Commercial/Industrial,,waste oil/used oil,Petroleum,0,,0
1609438,COMMERCIAL,617 11TH AVE,,MANHATTAN,New York,,3101,2,1/11/2017,1/11/2017,Unknown,,Commercial/Industrial,,#2 fuel oil,Petroleum,20,Gallons,0
1708258,COMMERCIAL,258 23TH ST,,BROOKLYN,Kings,,2401,2,11/29/2017,11/30/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1710382,COMMERCIAL,861 PUGSLEY AVE,,BRONX,Bronx,,301,2,2/16/2018,2/16/2018,Equipment Failure,,Commercial/Industrial,,transformer oil,Petroleum,0,,0
1801537,COMMERCIAL,310 EAST 90TH ST,,MANHATTAN,New York,,3101,2,5/10/2018,5/10/2018,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
803135,COMMERCIAL,224 ATLANTIC AVE, ,BROOKLYN,Kings,,2401,2,6/16/2008,6/16/2008,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
1512194,COMMERCIAL,129-11 18TH AVE,,COLLEGE POINT,Queens,,4101,2,3/24/2016,3/24/2016,Unknown,,Unknown,,mercury,Hazardous Material,0,,0
1701049,COMMERCIAL,RUST ST AND 58TH AVE,,QUEENS,Queens,,4101,2,5/3/2017,5/3/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,1,Gallons,0
1711465,COMMERCIAL,215 WASHINGTON ST,,MANHATTAN,New York,,3101,2,3/18/2018,3/18/2018,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1703314,COMMERCIAL,207 EAST 125 TH ST,,MANHATTAN,New York,,3101,2,7/5/2017,7/5/2017,Unknown,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,,0
1707444,COMMERCIAL,53 VARICK AVE,,BROOKLYN,Kings,,2401,2,11/2/2017,11/2/2017,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1708153,COMMERCIAL,247 WILLIAMS ST,,BROOKLYN,Kings,,2401,2,11/28/2017,11/28/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,1,Gallons,0
1803004,COMMERCIAL,19 WINTHROP ST,,BROOKLYN,Kings,,2401,2,6/18/2018,6/18/2018,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1606644,COMMERCIAL,2875 SEDGWICK AVE,,BRONX,Bronx,,301,2,9/29/2016,10/5/2016,Equipment Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,50,Gallons,0
1611685,COMMERCIAL,3101 20TH AVE, ,ASTORIA,Queens,,4101,2,3/31/2017,3/31/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1702247,COMMERCIAL,115 CHRYSTIE STREET,,MANHATTAN,New York,,3101,2,6/7/2017,6/7/2017,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1703826,COMMERCIAL,300 COLUMBIA ST,,BROOKLYN,Kings,,2401,2,7/19/2017,7/19/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1708156,COMMERCIAL,4340 3TH AVE,,BRONX,Bronx,,301,2,11/28/2017,11/28/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,5,Gallons,0
1709583,COMMERCIAL,13TH ST AND AVE C,,NEW YORK CITY,New York,,3101,2,1/19/2018,1/19/2018,Equipment Failure,,Commercial/Industrial,,asbestos,Hazardous Material,4,Pounds,0
1802883,COMMERCIAL,10 WEST 9TH ST,,MANHATTAN,New York,,3101,2,6/14/2018,6/14/2018,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,2,Gallons,0
1802915,COMMERCIAL,E. 88TH ST BETWEEN YORK AVE AND E.END AVE,,MANHATTAN,New York,,3101,2,6/15/2018,6/15/2018,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
707418,COMMERCIAL,38-50 REVIEW AVE, ,MASPETH,Queens,,4101,2,10/5/2007,10/5/2007,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
707419,COMMERCIAL,37-98 RAILROAD AVE, ,LONG ISLAND CITY,Queens,,4101,2,10/5/2007,10/5/2007,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1510227,COMMERCIAL,451 CLARKSON AVE,,BROOKLYN,Kings,,2401,2,1/15/2016,1/15/2016,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#6 fuel oil,Petroleum,0,,0
1601130,COMMERCIAL,425 WEST 201 TH ST,,MANHATTAN,New York,,3101,2,5/4/2016,5/4/2016,Unknown,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1705773,COMMERCIAL,218 HAMILTON AVE,,BROOKLYN,Kings,,2401,2,9/12/2017,9/12/2017,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1708125,COMMERCIAL,321 EAST 63TH ST,,MANHATTAN,New York,,3101,2,11/27/2017,11/27/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,1,Gallons,0
1711213,COMMERCIAL,34 -09 COLLEGE POINT BLVD,,FLUSHING,Queens,,4101,2,3/9/2018,3/9/2018,Unknown,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1801233,COMMERCIAL,601 WEST 49TH ST,,MANHATTAN,New York,,3101,2,5/3/2018,5/3/2018,Equipment Failure,,Commercial/Industrial,,lube oil,Petroleum,0,,0
1607744,COMMERCIAL,164 CROSBY ST,,NEW YORK CITY,New York,,3101,2,11/8/2016,11/8/2016,Equipment Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,8,Gallons,0
1704771,COMMERCIAL,1274 MCDONALD AVE,,BROOKLYN,Kings,,2401,2,8/12/2017,8/12/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1709259,COMMERCIAL,637 WEST 49TH ST,,MANHATTAN,New York,,3101,2,1/9/2018,1/9/2018,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,300,Gallons,0
1710991,COMMERCIAL,89 NEW LN,,STATEN ISLAND,Richmond,,4301,2,3/5/2018,3/5/2018,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,10,Gallons,0
707417,COMMERCIAL,38-70 REVIEW AVE, ,MASPETH,Queens,,4101,2,10/5/2007,10/5/2007,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1600427,COMMERCIAL,127 HARLEM RIVER DR,,MANHATTAN,New York,,3101,2,4/13/2016,4/13/2016,Unknown,,Commercial/Industrial,,unknown material,Other,3,Gallons,0
1603999,COMMERCIAL,1274 MCDONALD AVE,,BROOKLYN,Kings,,2401,2,7/22/2016,7/22/2016,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,1,Gallons,0
1706080,COMMERCIAL,128 WESTEND AVE,,MANHATTAN,New York,,3101,2,9/21/2017,9/21/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1707663,COMMERCIAL,723 EAST 13TH ST,,MANHATTAN,New York,,3101,2,11/9/2017,11/9/2017,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1708145,COMMERCIAL,35-58 VERNON BLVD,,NYC,Queens,,4101,2,11/28/2017,11/28/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1803270,COMMERCIAL,EAST 37TH ST AND FIRST AVE,,MANHATTAN,New York,,3101,2,6/25/2018,6/25/2018,Equipment Failure,,Commercial/Industrial,,cable oil,Petroleum,0,,0
709289,COMMERCIAL/ APT BUILDING,11-05 154TH ST,,QUEENS,Queens,,4101,2,11/27/2007,11/27/2007,Unknown,,Commercial/Industrial,,diesel,Petroleum,0,Gallons,0
1707910,COMMERCIAL/RESIDENSE BLOCK,156-168 NAGLE AVE,,MANHATTAN,New York,,3101,2,11/17/2017,11/17/2017,Unknown,,Unknown,,unknown material,Other,0,,0
1309801,COMMERCIAL/RESIDENTIAL BUILDING,440 10TH AVE,442 10TH AVE,NEW YORK,New York,,3101,2,1/9/2014,1/9/2014,Other,,Commercial/Industrial,,volatile organics,Other,0,,0
1801077,COMMERICAL ALLY WAY,151-11   AVE/CLINTVILLE STREET,,WHITE STONES,Queens,,4101,2,5/1/2018,5/1/2018,Equipment Failure,,Commercial/Industrial,,diesel,Petroleum,0,,0
1301928,COMMERICAL BLDG,148 W23RD ST,,MANHATTAN,New York,,3101,2,5/24/2013,5/24/2013,Unknown,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1606029,COMMERICAL BUILDING,432 PARK AVE SOUTH,,MANHATTAN,New York,,3101,2,9/15/2016,9/15/2016,Tank Test Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,0,,0
1509511,COMMERICAL PARKING LOT - PHASE II,2409 JEROME AVE,,BRONX,Bronx,,301,2,12/18/2015,12/18/2015,Unknown,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,,0
1103568,COMMERICAL PROPERTY,11-15 Leonard St,,Manhattan,New York,,3101,2,6/29/2011,6/29/2011,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
702445,COMMERICAL PROPERTY/ UNOC,3885 EAST TREMONT AVE, ,BRONX,Bronx,,301,2,5/29/2007,5/29/2007,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
1803332,COMMERICAL STREET,E173RD ST & WASHINGTON AVE,,BRONX,Bronx,,301,2,6/26/2018,6/26/2018,Equipment Failure,,Commercial Vehicle,,hydraulic oil,Petroleum,220,Gallons,0
1412034,COMMERICAL,31-25 DOWNING STREET,,FLUSHING,Queens,11354,4101,2,3/24/2015,3/24/2015,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
9613349,COMMUNITY CHURCH IN CHRIS,369 LENOX AV,,NEW YORK,New York,,3101,2,2/11/1997,2/11/1997,Equipment Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
1711043,CON ED / VICTORY BLVD SERVICE CTR,4400 VICTORY BLVD,,RICHMOND,Richmond,,4301,2,3/6/2018,3/6/2018,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0.13,Gallons,0
1802411,CON ED 36TH ST SUBSTATION,419 E 36TH ST,,MANHATTAN,New York,,3101,2,5/28/2018,5/31/2018,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,5,Gallons,0
1511895,CON ED APPENDIX B SITE,AVE C BTWN 13TH AND 14TH ST,,MANHATTAN,New York,,3101,2,3/15/2016,3/15/2016,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1710169,CON ED ASTOR STATION,ASTOR 700 11TH AVE,,MANHATTAN,New York,,3101,2,2/9/2018,2/9/2018,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0.5,,0
1802598,CON ED ASTORIA GEN STATION,31-01 20TH AVE,,QUEENS,Queens,,4101,2,6/6/2018,6/6/2018,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1609938,CON ED BEHSONHURST SUBSTATION,1274 MCDONALDS AVE,,BROOKLYN,Kings,,2401,2,1/30/2017,1/30/2017,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,1,Gallons,0
1507624,CON ED DOCK OFF OF EAST 20TH GEN STATION,EAST 20TH ST,,NEW YORK,New York,,3101,2,10/21/2015,10/21/2015,Unknown,EAST RIVER,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1103146,CON ED FACILTY,637 WEST 49TH STREET,,MANHATTEN,New York,,3101,2,6/21/2011,6/21/2011,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,3,Gallons,0
1801517,CON ED FACILTY,31-06 FARRINGTON ST,,QUEENS,Queens,,4101,2,5/10/2018,5/10/2018,Equipment Failure,,Commercial Vehicle,,hydraulic oil,Petroleum,2,Gallons,0
8707045,CON ED FDR - QUEENSBRIDGE HSES,12TH ST / 41ST AVE,,LONG ISLAND CITY,Queens,,4101,2,11/17/1987,11/18/1987,Equipment Failure,,Commercial/Industrial,,unknown petroleum,Petroleum,"10,000",Gallons,"2,800"
1605227,CON ED FEEDER LEAK,JAY ST (60 FT NORTH OF WATER ST),,BROOKLYN,Kings,11101,2401,2,8/22/2016,8/22/2016,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,200,Gallons,0
1310227,CON ED FEEDER LEAK,50 ST AND 11TH AVE.,,MANHATTAN,New York,,3101,2,1/23/2014,1/23/2014,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,"19,000",Gallons,0
1802906,CON ED FEEDERS,BTWN 49TH SUB STATION & SPRING BROOK YONKERS,,MANHATTAN,New York,,3101,2,6/15/2018,6/15/2018,Unknown,,Unknown,,non PCB oil,Petroleum,336,Gallons,0
1801578,CON ED FOXHILL SUBSTATION,311 VIRGINIA AVE,,STATEN ISLAND,Richmond,,4301,2,5/11/2018,5/11/2018,Equipment Failure,,Commercial/Industrial,,hydraulic oil,Petroleum,0.25,Gallons,0
1801380,CON ED FRESH KILLS SUBSATION,4325 VICTORY BLVD,,STATEN ISLAND,Richmond,,4301,2,5/7/2018,5/7/2018,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1309179,CON ED GOWANUS SUB STATION,3RD AVE AND 39TH,,BROOKLYN,Kings,,2401,2,12/16/2013,12/16/2013,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1802513,CON ED OAKWOOD BEACH DEP,680 CEDAR GROVE AVE,,STATEN ISLAND,Queens,,4101,2,6/4/2018,6/4/2018,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1802513,CON ED OAKWOOD BEACH DEP,680 CEDAR GROVE AVE,,STATEN ISLAND,Queens,,4101,2,6/4/2018,6/4/2018,Equipment Failure,,Commercial/Industrial,,other  -  water,Other,0,,0
1704772,CON ED PROPERTY,1235 MACDONALD AVE,,BROOKLYN,Kings,,2401,2,8/11/2017,8/12/2017,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,0,,0
1508171,CON ED PROPERTY,31-01 20TH AVE,,QUEENS,Queens,,4101,2,11/5/2015,11/5/2015,Unknown,,Commercial/Industrial,,other  -  oily soil,Other,0.5,Pounds,0
1801554,CON ED RAINEY SUB STATION,35-58 VERNON BLVD,,QUEENS,Queens,,4101,2,5/10/2018,5/10/2018,Unknown,,Commercial/Industrial,,lead,Hazardous Material,14,Pounds,0
1803033,CON ED SERVICE CENTER,1615 BRONXDALE AVE,,BRONX,Bronx,,301,2,6/18/2018,6/18/2018,Equipment Failure,,Commercial Vehicle,,hydraulic oil,Petroleum,30,Gallons,0
1800558,CON ED STRUCTURE (MANHOLE 58304),AVENUE U AND HENDRICKSON,,BROOKLYN,Kings,,2401,2,4/16/2018,4/16/2018,Other,,Commercial/Industrial,,lube oil,Petroleum,5,Gallons,0
1608014,CON ED SUB STATION,571 WEST 41ST STREET, ,NEW YORK,New York,,3101,2,11/16/2016,11/16/2016,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,0,,0
1603633,CON ED SUB STATION,1274 MCDONALD AVE,,BROOKLYN,Kings,,2401,2,7/13/2016,7/13/2016,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,0,,0
808264,CON ED SUBSTATION - WEST 19TH ST SUBSTATION,147 SEVENTH AVE,,NEW YORK,New York,,3101,2,10/22/2008,10/22/2008,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,1,Gallons,0
1802847,CON ED SUBSTATION,99 27TH ST,,BROOKLYN,Kings,,2401,2,6/13/2018,6/13/2018,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,0,,0
204136,CON ED SUBSTATION,E 14TH ST & AVE C,,MANHATTAN,New York,,3101,2,7/20/2002,7/20/2002,Equipment Failure,,Commercial/Industrial,,unknown hazardous material,Hazardous Material,0,Gallons,0
1603605,CON ED SUBSTATION,237 FRONT ST,,SEAPORT,New York,,3101,2,7/13/2016,7/13/2016,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
204136,CON ED SUBSTATION,E 14TH ST & AVE C,,MANHATTAN,New York,,3101,2,7/20/2002,7/20/2002,Equipment Failure,,Commercial/Industrial,,unknown material,Other,0,Gallons,0
1803296,CON ED SUBSTATION,137-30 91ST AVE,,NEW YORK,New York,,3101,2,6/26/2018,6/26/2018,Unknown,,Commercial/Industrial,,asbestos,Hazardous Material,2,Pounds,0
1412180,CON ED TUNNEL,MANHATTAN SIDE TUNNEL,,MANHATTAN,New York,,3101,2,3/27/2015,3/27/2015,Equipment Failure,,Unknown,,dielectric fluid,Petroleum,0.01,Gallons,0
304612,CON ED TUNNEL,800 EAST 14TH ST,,MANHATTAN,New York,,3101,2,7/31/2003,7/31/2003,Unknown,,Unknown,,unknown petroleum,Petroleum,1,Gallons,0
1710351,CON ED VAULT,129 - 20 18TH AVE,,QUEENS,Queens,,4101,2,2/15/2018,2/15/2018,Unknown,,Commercial/Industrial,,unknown material,Other,0,,0
1607952,CON ED,IN FRONT OF 508 WEST 166TH ST,,MANHATTAN,New York,,3101,2,11/15/2016,11/15/2016,Unknown,,Unknown,,unknown petroleum,Petroleum,0,,0
1801195,CON ED,35-58 VERNON BLVD,,QUEENS,Queens,,4101,2,5/3/2018,5/3/2018,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,40,Gallons,0
1711198,CON ED,EAST RIVER GENERATING STATION AVE C,,MANHATTAN,New York,,3101,2,3/9/2018,3/9/2018,Equipment Failure,,Commercial/Industrial,,lube oil,Petroleum,20,Gallons,0
1410072,CON ED,502 E 6TH ST,,NEW YORK,New York,,3101,2,1/14/2015,1/14/2015,Equipment Failure,,Commercial/Industrial,,other  -  water,Other,0,,0
1512097,CON ED,801 EAST 14TH ST, ,MANHATTAN,New York,,3101,2,3/22/2016,3/22/2016,Unknown,,Unknown,,unknown petroleum,Petroleum,0,,0
